100,0,100,0,9.899495
100,0,100,0,0
100,0,100,0,0
100,0,100,0,-nan
100,0,100,0,2
81.90885,0,100,18.091152,2.828427
81.90885,6.166191,93.83381,18.091152,-nan
81.90885,6.166191,93.83381,18.091152,0
81.90885,6.166191,93.83381,18.091152,-nan
81.90885,6.166191,93.83381,18.091152,2.4494898
81.90885,6.166191,93.83381,18.091152,8.774964
81.90885,6.166191,93.83381,18.091152,-nan
81.90885,6.166191,93.83381,18.091152,2.4494898
81.90885,6.166191,93.83381,18.091152,0
81.90885,6.166191,93.83381,18.091152,0
81.90885,14.400103,85.5999,18.091152,1.7320508
55.776337,14.400103,85.5999,44.22367,0
55.776337,14.400103,85.5999,44.22367,4.8989797
55.776337,14.400103,85.5999,44.22367,3.8729835
55.776337,14.400103,85.5999,44.22367,3.8729835
55.776337,14.400103,85.5999,44.22367,-nan
55.776337,14.400103,85.5999,44.22367,1
55.776337,28.427757,71.57224,44.22367,1
55.776337,45.662323,54.337677,44.22367,1.4142135
55.776337,45.662323,54.337677,44.22367,4
55.776337,45.662323,54.337677,44.22367,3.4641016
48.43955,45.662323,54.337677,44.22367,4
48.43955,45.662323,54.337677,51.56046,4
30.39412,45.662323,54.337677,51.56046,5
30.39412,45.662323,54.337677,69.60589,4.472136
30.39412,45.662323,54.337677,69.60589,2.828427
30.39412,45.662323,54.337677,69.60589,0
30.39412,45.662323,54.337677,69.60589,3.7416575
30.39412,51.836033,48.163967,69.60589,5.91608
12.195284,51.836033,48.163967,69.60589,5.91608
12.195284,51.836033,48.163967,87.80472,4.8989797
12.195284,51.836033,48.163967,87.80472,2
12.195284,62.601154,48.163967,87.80472,4
